AGI,symbol,FASTA header
AT1G74260,PUR4,purine biosynthesis 4
AT3G55010,PUR5,
AT3G21110,PUR7,purin 7
AT5G47435,PURU1,"Formyltetrahydrofolate deformylase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q93YQ3]"
AT4G17360,PURU2,"Formyltetrahydrofolate deformylase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4JP46]"
AT1G31820,PUT1,POLYAMINE UPTAKE TRANSPORTER 1
AT1G31830,PUT2,POLYAMINE UPTAKE TRANSPORTER 2
AT3G13620,PUT4,POLYAMINE UPTAKE TRANSPORTER 4
AT3G19553,PUT5,POLYAMINE UPTAKE TRANSPORTER 5
AT3G27310,PUX1,plant UBX domain-containing protein 1
AT4G10790,PUX10,Plant UBX domain-containing protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0N1]
AT2G43210,PUX11,Plant UBX domain-containing protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW74]
AT3G23605,PUX12,Plant UBX domain-containing protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUG7]
AT4G23040,PUX13,Plant UBX domain-containing protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5G7]
AT2G01650,PUX2,plant UBX domain-containing protein 2
AT4G22150,PUX3,plant UBX domain-containing protein 3
AT4G04210,PUX4,plant UBX domain containing protein 4
AT4G15410,PUX5,serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime gamma
AT1G14570,PUX7,Plant UBX domain-containing protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q94JZ8]
AT4G00752,PUX9,Plant UBX domain-containing protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3D3]
AT1G15330,PV42A,SNF1-related protein kinase regulatory subunit gamma-like PV42a [Source:UniProtKB/Swiss-Prot;Acc:Q9XI37]
AT2G45140,PVA12,plant VAP homolog 12
AT4G00170,PVA13,Vesicle-associated protein 1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q84WW5]
AT5G47180,PVA21,Vesicle-associated protein 2-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVU1]
AT2G23830,PVA31,Vesicle-associated protein 3-1 [Source:UniProtKB/Swiss-Prot;Acc:O82213]
AT4G05060,PVA43,Vesicle-associated protein 4-3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPQ7]
AT4G24450,PWD,"phosphoglucan, water dikinase"
AT5G26570,PWD,PHOSPHOGLUCAN WATER DIKINASE
AT1G15440,PWP2,periodic tryptophan protein 2
AT2G36570,PXC1,Leucine-rich repeat receptor-like protein kinase PXC1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJQ1]
AT5G01890,PXC2,Leucine-rich repeat receptor-like protein kinase PXC2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZV7]
AT2G41820,PXC3,Leucine-rich repeat receptor-like tyrosine-protein kinase PXC3 [Source:UniProtKB/Swiss-Prot;Acc:O22938]
AT1G70680,PXG5,Probable peroxygenase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAB8]
AT1G08590,PXL1,Leucine-rich repeat receptor-like protein kinase PXL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FRS6]
AT2G41790,PXM16,"Insulin-degrading enzyme-like 1, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:O22941]"
AT1G66700,PXMT1,
AT2G39970,PXN,peroxisomal NAD carrier
AT5G61480,PXY,PHLOEM INTERCALATED WITH XYLEM
AT3G17810,PYD1,pyrimidine 1
AT5G12200,PYD2,pyrimidine 2
AT3G08860,PYD4,PYRIMIDINE 4
AT3G47640,PYE,POPEYE
AT1G22700,PYG7,"Tetratricopeptide repeat domain-containing protein PYG7, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:B9DHG0]"
AT3G09260,PYK10,
AT5G46790,PYL1,PYR1-like 1
AT4G27920,PYL10,PYR1-like 10
AT5G45860,PYL11,PYR1-like 11
AT5G45870,PYL12,PYR1-like 12
AT4G18620,PYL13,PYR1-like 13
AT2G26040,PYL2,PYR1-like 2
AT1G73000,PYL3,PYR1-like 3
AT2G38310,PYL4,PYR1-like 4
AT5G05440,PYL5,PYRABACTIN RESISTANCE 1-LIKE 5
AT2G40330,PYL6,PYR1-like 6
AT4G01026,PYL7,PYR1-like 7
AT1G11400,PYM,partner of Y14-MAGO
AT4G17870,PYR1,PYRABACTIN RESISTANCE 1
AT4G22930,PYR4,pyrimidin 4
AT5G26667,PYR6,
AT3G20330,PYRB,PYRIMIDINE B
AT4G20960,PyrD,pyrimidine deaminase
AT5G23300,PYRD,pyrimidine d
AT3G54470,PYRE-F,Uridine 5'-monophosphate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q42586]
AT4G11570,PYRP2,"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LDD5]"
AT4G25720,QC,glutaminyl cyclase
AT4G32470,QCR7-1,Cytochrome b-c1 complex subunit 7-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUU5]
AT5G25450,QCR7-2,Cytochrome b-c1 complex subunit 7 [Source:UniProtKB/TrEMBL;Acc:A0A178UDJ6]
AT1G74720,QKY,QUIRKY
AT2G01350,QPT,quinolinate phoshoribosyltransferase
AT3G30720,QQS,QUA-QUINE STARCH
AT5G22370,QQT1,QUATRE-QUART 1
AT4G21800,QQT2,quatre-quart2
AT5G55590,QRT1,QUARTET 1
AT3G07970,QRT2,QUARTET 2
AT4G20050,QRT3,QUARTET 3
AT5G50210,QS,quinolinate synthase
AT1G15020,QSOX1,quiescin-sulfhydryl oxidase 1
AT2G01270,QSOX2,quiescin-sulfhydryl oxidase 2
AT3G25140,QUA1,QUASIMODO 1
AT4G00740,QUA3,QUASIMODO 3
AT1G13860,QUL1,QUASIMODO2 LIKE 1
AT2G03480,QUL2,QUASIMODO2 LIKE 2
AT1G49890,QWRF2,QWRF domain containing 2
AT2G20815,QWRF3,QWRF domain containing 3
AT2G24070,QWRF4,QWRF domain containing 4
AT3G60000,QWRF6,QWRF domain containing 6
AT4G25190,QWRF7,QWRF domain containing 7
AT4G30710,QWRF8,QWRF domain containing 8
AT5G43160,QWRF9,QWRF domain containing 9
AT1G02130,RA-5,RAS 5
AT1G09630,RAB11c,RAB GTPase 11C
AT1G43890,RAB18,RAB GTPASE HOMOLOG B18
AT5G66400,RAB18,RESPONSIVE TO ABA 18
AT5G47200,RAB1A,RAB GTPase homolog 1A
AT4G17530,RAB1C,RAB GTPase homolog 1C
AT1G03120,RAB28,responsive to abscisic acid 28
AT3G22490,RAB28,Late embryogenesis abundant protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJ97]
AT2G44610,RAB6A,
AT2G21880,RAB7A,RAB GTPase homolog 7A
AT3G18820,RAB7B,RAB GTPase homolog G3F
AT3G53610,RAB8,RAB GTPase homolog 8
AT5G03520,RAB8C,RAB GTPase homolog 8C
AT1G16920,RABA1b,RAB GTPase homolog A1B
AT5G45750,RABA1c,RAB GTPase homolog A1C
AT4G18800,RABA1d,RAB GTPase homolog A1D
AT4G18430,RABA1e,RAB GTPase homolog A1E
AT5G60860,RABA1f,RAB GTPase homolog A1F
AT3G15060,RABA1g,RAB GTPase homolog A1G
AT1G28550,RABA1i,RAB GTPase homolog A1I
AT1G07410,RABA2b,RAB GTPase homolog A2B
AT3G46830,RABA2c,RAB GTPase homolog A2C
AT5G59150,RABA2D,RAB GTPase homolog A2D
AT1G01200,RABA3,RAB GTPase homolog A3
AT5G65270,RABA4a,RAB GTPase homolog A4A
AT4G39990,RABA4B,RAB GTPase homolog A4B
AT5G47960,RABA4C,RAB GTPase homolog A4C
AT3G12160,RABA4D,RAB GTPase homolog A4D
AT2G22390,RABA4E,RAB GTPase homolog A4E
AT5G47520,RABA5a,RAB GTPase homolog A5A
AT3G07410,RABA5b,RAB GTPase homolog A5B
AT2G31680,RABA5d,RAB GTPase homolog A5D
AT1G05810,RABA5E,RAB GTPase homolog A5E
AT1G73640,RABA6a,RAB GTPase homolog A6A
AT1G18200,RABA6b,RAB GTPase homolog A6B
AT4G17160,RABB1a,RAB GTPase homolog B1A
AT4G17170,RABB1C,RAB GTPase homolog B1C
AT5G03530,RABC2A,RAB GTPase homolog C2A
AT3G09910,RABC2b,RAB GTPase homolog C2B
AT4G20360,RABE1b,RAB GTPase homolog E1B
AT3G46060,RABE1c,
AT3G09900,RABE1e,RAB GTPase homolog E1E
AT5G39620,RABG1,RAB GTPase homolog G1
AT4G09720,RABG3A,RAB GTPase homolog G3A
AT1G22740,RABG3B,RAB GTPase homolog  G3B
AT3G16100,RABG3c,RAB GTPase homolog G3C
AT1G52280,RABG3d,RAB GTPase homolog G3D
AT1G49300,RABG3E,RAB GTPase homolog  G3E
AT5G64990,RABH1a,RAB GTPase homolog H1A
AT4G39890,RABH1c,RAB GTPase homolog H1C
AT2G22290,RABH1d,RAB GTPase homolog H1D
AT5G10260,RABH1e,RAB GTPase homolog H1E
AT5G62880,RAC10,RAC-like 10
AT5G45970,RAC2,RAC-like 2
AT4G35020,RAC3,RAC-like 3
AT4G35950,RAC6,RAC-like 6
AT1G48630,RACK1B_AT,receptor for activated C kinase 1B
AT3G18130,RACK1C_AT,receptor for activated C kinase 1C
AT1G16190,RAD23A,RADIATION SENSITIVE23A
AT1G79650,RAD23B,RADIATION SENSITIVE23B
AT3G02540,RAD23C,RADIATION SENSITIVE23C
AT5G38470,RAD23D,RADIATION SENSITIVE23D
AT5G16630,RAD4,
AT5G22750,RAD5,
AT2G31970,RAD50,
AT5G20850,RAD51,RAS associated with diabetes protein 51
AT2G28560,RAD51B,
AT2G45280,RAD51C,RAS associated with diabetes protein 51C
AT1G07745,RAD51D,homolog of RAD51 D
AT1G71310,RAD52-1,radiation sensitive 51-1
AT5G47870,RAD52-2,radiation sensitive 51-2
AT3G19210,RAD54,homolog of RAD54
AT5G43530,RAD5B,DNA repair protein RAD5B [Source:UniProtKB/Swiss-Prot;Acc:Q9FIY7]
AT3G05480,RAD9,
AT1G80670,RAE1,RNA export factor 1
AT5G28500,RAF1.1,"Rubisco accumulation factor 1.1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LKR8]"
AT3G04550,RAF1.2,"Rubisco accumulation factor 1.2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SR19]"
AT1G02900,RALF1,rapid alkalinization factor 1
AT3G16570,RALF23,rapid alkalinization factor 23
AT2G19020,RALFL10,ralf-like 10
AT2G19030,RALFL11,ralf-like 11
AT2G19040,RALFL12,RALF-like 12
AT2G19045,RALFL13,RALF-like 13
AT2G20660,RALFL14,ralf-like 14
AT2G22055,RALFL15,RALF-like 15
AT2G32835,RALFL16,RALF-like 16
AT2G32890,RALFL17,RALF-like 17
AT2G33130,RALFL18,ralf-like 18
AT2G33775,RALFL19,ralf-like 19
AT1G23145,RALFL2,RALF-like 2
AT2G34825,RALFL20,RALF-like 20
AT3G04735,RALFL21,RALF-like 21
AT3G05490,RALFL22,ralf-like 22
AT3G23805,RALFL24,ralf-like 24
AT3G25165,RALFL25,ralf-like 25
AT3G25170,RALFL26,ralf-like 26
AT3G29780,RALFL27,ralf-like 27
AT4G11510,RALFL28,ralf-like 28
AT4G11653,RALFL29,RALF-like 29
AT1G23147,RALFL3,RALF-like 3
AT4G13075,RALFL30,RALF-like 30
AT4G13950,RALFL31,ralf-like 31
AT4G14010,RALFL32,ralf-like 32
AT4G15800,RALFL33,ralf-like 33
AT5G67070,RALFL34,ralf-like 34
AT1G28270,RALFL4,ralf-like 4
AT1G35467,RALFL5,RALF-like 5
AT1G60625,RALFL6,RALF-like 6
AT1G60815,RALFL7,RALF-like 7
AT1G61563,RALFL8,ralf-like 8
AT1G61566,RALFL9,ralf-like 9
AT5G44790,RAN1,RESPONSIVE-TO-ANTAGONIST 1
AT5G20010,RAN-1,RAS-related nuclear protein-1
AT5G20020,RAN2,RAS-related GTP-binding nuclear protein 2
AT5G55190,RAN3,RAN GTPase 3
AT5G55080,RAN4,ras-related nuclear protein 4
AT5G58590,RANBP1,RAN binding protein 1
AT2G30060,RANBP1B,Ran-binding protein 1 homolog b [Source:UniProtKB/Swiss-Prot;Acc:Q8RWG8]
AT1G35470,RanBPM,Ran-binding protein in the microtubule-organizing centre
AT3G63130,RANGAP1,RAN GTPase activating protein 1
AT5G19320,RANGAP2,RAN GTPase activating protein 2
AT2G31890,RAP,
AT1G46768,RAP2.1,related to AP2 1
AT4G36900,RAP2.10,related to AP2 10
AT5G19790,RAP2.11,related to AP2 11
AT1G53910,RAP2.12,related to AP2 12
AT3G14230,RAP2.2,related to AP2 2
AT1G78080,RAP2.4,related to AP2 4
AT1G43160,RAP2.6,related to AP2 6
AT5G13330,Rap2.6L,related to AP2 6l
AT2G28550,RAP2.7,related to AP2.7
AT4G06746,RAP2.9,related to AP2 9
AT1G22190,RAP2-13,Ethylene-responsive transcription factor RAP2-13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM15]
AT4G12610,RAP74,
AT3G08850,RAPTOR1,
AT5G01770,RAPTOR2,RAPTOR2
AT5G13270,RARE1,REQUIRED FOR ACCD RNA EDITING 1
AT1G09950,RAS1,RESPONSE TO ABA AND SALT 1
AT5G54640,RAT5,RESISTANT TO AGROBACTERIUM TRANSFORMATION 5
AT1G13260,RAV1,related to ABI3/VP1 1
AT1G68840,RAV2,related to ABI3/VP1 2
AT2G36890,RAX2,REGULATOR OF AXILLARY MERISTEMS 2
ATCG00490,RBCL,Ribulose bisphosphate carboxylase large chain [Source:UniProtKB/Swiss-Prot;Acc:O03042]
AT1G67090,RBCS1A,ribulose bisphosphate carboxylase small chain 1A
AT5G38430,RBCS1B,Rubisco small subunit 1B
AT5G38420,RBCS2B,Rubisco small subunit 2B
AT5G38410,RBCS3B,Rubisco small subunit 3B
AT4G04330,RbcX1,homologue of cyanobacterial RbcX 1
AT5G19855,RbcX2,homologue of cyanobacterial RbcX 2
AT5G06070,RBE,RABBIT EARS
AT5G10520,RBK1,ROP binding protein kinases 1
AT3G05140,RBK2,ROP binding protein kinases 2
AT3G21060,RBL,RbBP5 LIKE
AT3G55510,RBL,REBELOTE
AT2G29050,RBL1,RHOMBOID-like 1
AT1G25290,RBL10,RHOMBOID-like protein 10
AT5G25752,RBL11,rhomboid-like protein 11
AT1G18600,RBL12,RHOMBOID-like protein 12
AT3G59520,RBL13,RHOMBOID-like protein 13
AT3G17611,RBL14,RHOMBOID-like protein 14
AT3G58460,RBL15,RHOMBOID-like protein 15
AT1G74130,RBL16,"Rhomboid-like protein 16, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84WG3]"
AT1G74140,RBL17,"Rhomboid-like protein 17, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:B3H707]"
AT2G41160,RBL18,Rhomboid-like protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXQ2]
AT3G07950,RBL19,Rhomboid-like protein 19 [Source:UniProtKB/Swiss-Prot;Acc:Q8LF05]
AT1G63120,RBL2,RHOMBOID-like 2
AT3G56740,RBL20,Rhomboid-like protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9LET3]
AT5G07250,RBL3,RHOMBOID-like protein 3
AT3G53780,RBL4,RHOMBOID-like protein 4
AT1G52580,RBL5,RHOMBOID-like protein 5
AT1G12750,RBL6,RHOMBOID-like protein 6
AT4G23070,RBL7,RHOMBOID-like protein 7
AT5G38510,RBL9,"RHOMBOID-like protein 9, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FFX0]"
AT1G64060,RBOH F,respiratory burst oxidase protein F
AT5G07390,RBOHA,respiratory burst oxidase homolog A
AT1G09090,RBOHB,respiratory burst oxidase homolog B
AT5G47910,RBOHD,respiratory burst oxidase homologue D
AT1G19230,RBOHE,Respiratory burst oxidase homolog protein E [Source:UniProtKB/Swiss-Prot;Acc:O81211]
AT4G25090,RBOHG,Putative respiratory burst oxidase homolog protein G [Source:UniProtKB/Swiss-Prot;Acc:Q9SW17]
AT5G60010,RBOHH,Putative respiratory burst oxidase homolog protein H [Source:UniProtKB/Swiss-Prot;Acc:Q9FJD6]
AT4G11230,RBOHI,Probable respiratory burst oxidase homolog protein I [Source:UniProtKB/Swiss-Prot;Acc:Q9SUT8]
AT3G45810,RBOHJ,Putative respiratory burst oxidase homolog protein J [Source:UniProtKB/Swiss-Prot;Acc:Q9LZU9]
AT1G58470,RBP1,RNA-binding protein 1
AT4G24770,RBP31,31-kDa RNA binding protein
AT5G54900,RBP45A,RNA-binding protein 45A
AT1G11650,RBP45B,
AT1G49600,RBP47A,RNA-binding protein 47A
AT3G19130,RBP47B,RNA-binding protein 47B
AT5G19350,RBP47B',Polyadenylate-binding protein RBP47B' [Source:UniProtKB/Swiss-Prot;Acc:Q8VXZ9]
AT1G47490,RBP47C,RNA-binding protein 47C
AT1G47500,RBP47C',RNA-binding protein 47C'
AT4G03110,RBP-DR1,RNA-binding protein-defense related 1
AT3G12280,RBR1,retinoblastoma-related 1
AT5G20570,RBX1,RING-box 1
AT3G42830,RBX1B,RING-box protein 1b [Source:UniProtKB/Swiss-Prot;Acc:Q9M2B0]
AT2G39730,RCA,rubisco activase
AT1G01360,RCAR1,regulatory component of ABA receptor 1
AT5G53160,RCAR3,regulatory components of ABA receptor 3
AT1G32230,RCD1,RADICAL-INDUCED CELL DEATH1
AT4G36800,RCE1,RUB1 conjugating enzyme 1
AT2G18600,RCE2,Probable NEDD8-conjugating enzyme Ubc12-like [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU75]
AT5G53060,RCF3,regulator of CBF gene expression 3
AT5G48940,RCH1,LRR receptor-like serine/threonine-protein kinase RCH1 [Source:UniProtKB/Swiss-Prot;Acc:C0LGV1]
AT3G24240,RCH2,Receptor-like protein kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHP4]
AT3G05880,RCI2A,RARE-COLD-INDUCIBLE 2A
AT3G05890,RCI2B,RARE-COLD-INDUCIBLE 2B
AT1G05260,RCI3,RARE COLD INDUCIBLE GENE 3
AT3G27730,RCK,ROCK-N-ROLLERS
AT1G25490,RCN1,ROOTS CURL IN NPA
AT5G17520,RCP1,ROOT CAP 1
AT2G26430,RCY1,arginine-rich cyclin 1
AT4G39090,RD19,RESPONSIVE TO DEHYDRATION 19
AT2G21430,RD19B,Probable cysteine protease RD19B [Source:UniProtKB/Swiss-Prot;Acc:P43295]
AT4G16190,RD19C,Probable cysteine protease RD19C [Source:UniProtKB/Swiss-Prot;Acc:Q9SUL1]
AT3G54940,RD19D,Probable cysteine protease RD19D [Source:UniProtKB/Swiss-Prot;Acc:Q8VYS0]
AT2G21620,RD2,
AT2G33380,RD20,RESPONSIVE TO DESSICATION 20
AT1G47128,RD21A,responsive to dehydration 21A
AT5G43060,RD21B,esponsive to dehydration 21B
AT3G19390,RD21C,Probable cysteine protease RD21C [Source:UniProtKB/Swiss-Prot;Acc:Q9LT78]
AT5G25610,RD22,RESPONSIVE TO DESSICATION 22
AT4G27410,RD26,RESPONSIVE TO DESICCATION 26
AT2G37180,RD28,RESPONSIVE TO DESICCATION 28
AT1G16460,RDH2,rhodanese homologue 2
AT3G19400,RDL2,Probable cysteine protease RDL2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT77]
AT3G43960,RDL3,Probable cysteine protease RDL3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXW3]
AT4G11310,RDL4,Probable cysteine protease RDL4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUT0]
AT4G11320,RDL5,Probable cysteine protease RDL5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUS9]
AT1G58807,RDL5,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4]
AT1G59124,RDL5,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4]
AT4G23520,RDL6,Probable cysteine protease RDL6 [Source:UniProtKB/Swiss-Prot;Acc:F4JNL3]
AT3G22680,RDM1,RNA-DIRECTED DNA METHYLATION 1
AT1G28060,RDM16,Protein RDM16 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7E7]
AT2G30280,RDM4,RNA-directed DNA methylation 4
AT1G14790,RDR1,RNA-dependent RNA polymerase 1
AT4G11130,RDR2,RNA-dependent RNA polymerase 2
AT2G19910,RDR3,Probable RNA-dependent RNA polymerase 3 [Source:UniProtKB/Swiss-Prot;Acc:O82190]
AT3G49500,RDR6,RNA-dependent RNA polymerase 6
AT3G46620,RDUF1,RING and Domain of Unknown Function 1117 1
AT5G59550,RDUF2,RING and Domain of Unknown Function 1117 2
AT4G02960,RE2,retro element 2
AT1G79050,RECA1,homolog of bacterial RecA
AT2G19490,RECA2,A. thaliana recA homolog 2
AT3G10140,RECA3,RECA homolog 3
AT2G01440,RECG,"ATP-dependent DNA helicase homolog RECG, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4INA9]"
AT1G10930,RECQ4A,
AT1G60930,RECQ4B,RECQ helicase L4B
AT3G05740,RECQI1,RECQ helicase l1
AT1G31360,RECQL2,RECQ helicase L2
AT4G35740,RecQl3,
AT1G27880,RECQL5,ATP-dependent DNA helicase Q-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q0WVW7]
AT5G27680,RECQSIM,RECQ helicase SIM
AT2G48110,REF4,REDUCED EPIDERMAL FLUORESCENCE 4
AT3G48430,REF6,relative of early flowering 6
AT4G31610,REM1,REPRODUCTIVE MERISTEM 1
AT2G24700,REM10,B3 domain-containing protein REM10 [Source:UniProtKB/Swiss-Prot;Acc:P0DH85]
AT2G24681,REM11,B3 domain-containing protein REM11 [Source:UniProtKB/Swiss-Prot;Acc:P0CAP3]
AT2G24650,REM13,B3 domain-containing protein REM13 [Source:UniProtKB/Swiss-Prot;Acc:P0CAP5]
AT4G31615,REM2,B3 domain-containing protein REM2 [Source:UniProtKB/Swiss-Prot;Acc:Q3E9T2]
AT3G53310,REM20,B3 domain-containing protein REM20 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAV5]
AT3G17010,REM22,REPRODUCTIVE MERISTEM 22
AT3G46770,REM22,B3 domain-containing protein REM22 [Source:UniProtKB/Swiss-Prot;Acc:Q9STF1]
AT5G09780,REM23,B3 domain-containing protein REM23 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXE1]
AT4G31630,REM4,Putative B3 domain-containing protein REM4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB79]
AT4G31640,REM5,B3 domain-containing protein REM5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB80]
AT4G31660,REM7,B3 domain-containing protein REM7 [Source:UniProtKB/Swiss-Prot;Acc:Q8H2D0]
AT4G31680,REM8,B3 domain-containing protein REM8 [Source:UniProtKB/Swiss-Prot;Acc:Q8H2D1]
AT2G03880,REME1,required for efficiency of mitochondrial editing 1
AT4G24580,REN1,ROP1 ENHANCER 1
AT3G06540,REP,Rab escort protein
AT5G22790,RER1,reticulata-related 1
AT2G21600,RER1B,endoplasmatic reticulum retrieval protein 1B
AT3G08630,RER2,"Protein RETICULATA-RELATED 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9Z3]"
AT3G08640,RER3,"Protein RETICULATA-RELATED 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9Z2]"
AT5G12470,RER4,"Protein RETICULATA-RELATED 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94CJ5]"
AT2G40400,RER5,"Protein RETICULATA-RELATED 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY5]"
AT3G56140,RER6,"Protein RETICULATA-RELATED 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RWG3]"
AT5G60690,REV,REVOLUTA
AT5G44750,REV1,
AT1G67500,REV3,recovery protein 3
AT1G16590,REV7,
AT2G38920,RF178,Probable E3 ubiquitin-protein ligase BAH1-like [Source:UniProtKB/Swiss-Prot;Acc:Q8GW10]
AT4G03000,RF298,Putative E3 ubiquitin-protein ligase RF298 [Source:UniProtKB/Swiss-Prot;Acc:Q0WPJ7]
AT1G03365,RF4,Putative E3 ubiquitin-protein ligase RF4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVT8]
AT1G58848,RF9,Probable disease resistance protein RDL6 [Source:UniProtKB/Swiss-Prot;Acc:P0DI18]
AT1G59218,RF9,Probable disease resistance protein RDL6 [Source:UniProtKB/Swiss-Prot;Acc:P0DI18]
AT5G22010,RFC1,replication factor C1
AT1G63160,RFC2,replication factor C 2
AT1G77470,RFC3,replication factor C subunit 3
AT3G17170,RFC3,REGULATOR OF FATTY-ACID COMPOSITION 3
AT2G47700,RFI2,RED AND FAR-RED INSENSITIVE 2
AT1G29720,RFK1,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASQ6]
AT1G12210,RFL1,RPS5-like 1
AT4G05390,RFNR1,root FNR 1
AT1G30510,RFNR2,root FNR 2
AT1G79670,RFO1,RESISTANCE TO FUSARIUM OXYSPORUM 1
AT3G23590,RFR1,REF4-related 1
AT2G01570,RGA1,REPRESSOR OF GA1-3 1
AT3G54280,RGD3,ROOT GROWTH DEFECTIVE 3
AT1G49770,RGE1,RETARDED GROWTH OF EMBRYO 1
AT5G60810,RGF1,root meristem growth factor 1
AT1G13620,RGF2,root meristem growth factor 2
AT2G04025,RGF3,root meristem growth factor 3
AT3G30350,RGF4,root meristem growth factor 4
AT5G51451,RGF5,root meristem growth factor 5
AT4G16515,RGF6,root meristem growth factor 6
AT3G02240,RGF7,root meristem growth factor 7
AT2G03830,RGF8,root meristem growth factor 8
AT5G64770,RGF9,root meristem growth factor 9
AT4G16830,RGGA,RGG repeats nuclear RNA binding protein A [Source:UniProtKB/Swiss-Prot;Acc:O23523]
AT4G17520,RGGB,RGG repeats nuclear RNA binding protein B [Source:UniProtKB/Swiss-Prot;Acc:O23593]
AT5G47210,RGGC,RGG repeats nuclear RNA binding protein C [Source:UniProtKB/Swiss-Prot;Acc:Q9LVT8]
AT4G26540,RGI3,LRR receptor-like serine/threonine-protein kinase [Source:UniProtKB/Swiss-Prot;Acc:C0LGR3]
AT1G66350,RGL1,RGA-like 1
AT3G03450,RGL2,RGA-like 2
AT5G17490,RGL3,RGA-like protein 3
AT3G01650,RGLG1,RING domain ligase1
AT5G14420,RGLG2,RING domain ligase2
AT5G63970,RGLG3,RING DOMAIN LIGASE 3
AT1G79380,RGLG4,RING DOMAIN LIGASE 4
AT3G02230,RGP1,reversibly glycosylated polypeptide 1
AT5G15650,RGP2,reversibly glycosylated polypeptide 2
AT3G08900,RGP3,reversibly glycosylated polypeptide 3
AT5G50750,RGP4,reversibly glycosylated polypeptide 4
AT5G16510,RGP5,reversibly glycosylated polypeptide 5
AT3G26090,RGS1,REGULATOR OF G-PROTEIN SIGNALING 1
AT4G24490,RGTA1,RAB geranylgeranyl transferase alpha subunit 1
AT5G41820,RGTA2,RAB geranylgeranyl transferase alpha subunit 2
AT5G12210,RGTB1,RAB geranylgeranyl transferase beta subunit 1
AT3G12070,RGTB2,RAB geranylgeranyl transferase beta subunit 2
AT4G01770,RGXT1,rhamnogalacturonan xylosyltransferase 1
AT4G01750,RGXT2,rhamnogalacturonan xylosyltransferase 2
AT1G56550,RGXT3,RhamnoGalacturonan speci&#64257;c Xylosyltransferase 3
AT4G15850,RH1,RNA helicase 1
AT5G60990,RH10,DEAD-box ATP-dependent RNA helicase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8GY84]
